"discrete_curve","Estimate","Std. Error","t value","Pr(>|t|)","parameter","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K"
22,834950.677829245,46367512616849244160,1.80072346068837e-14,0.999999999999986,"t_lag","gompertz",5,"Hours","OD_595","Clavibacter.michiganensis..RDA.R.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
23,4.85598769838143e-05,786536445.449464,6.17388771553554e-14,0.999999999999951,"r_max","gompertz",15,"Hours","OD_595","Chryseobacterium.balustinum","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
23,3.1132937350269,53596257306381.6,5.80878944070636e-14,0.999999999999954,"N_max","gompertz",15,"Hours","OD_595","Chryseobacterium.balustinum","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
23,0,3153.33852589811,0,1,"N_0","gompertz",15,"Hours","OD_595","Chryseobacterium.balustinum","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
23,102550.986613288,156258872702701568,6.56289046756413e-13,0.999999999999484,"t_lag","gompertz",15,"Hours","OD_595","Chryseobacterium.balustinum","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
24,0.000417528796224811,8.15298715062902,5.12117569316416e-05,0.999959529846087,"r_max","gompertz",15,"Hours","OD_595","Enterobacter.sp.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
24,1.49243801238326,58683.3498968587,2.54320521068813e-05,0.999979902289531,"N_max","gompertz",15,"Hours","OD_595","Enterobacter.sp.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
24,0,900.283045293199,0,1,"N_0","gompertz",15,"Hours","OD_595","Enterobacter.sp.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
24,58.1091158681809,34305841.873382,1.69385482748546e-06,0.999998661429138,"t_lag","gompertz",15,"Hours","OD_595","Enterobacter.sp.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
27,0.000161885926293809,27788106183857896,5.82572720942921e-21,1,"r_max","gompertz",15,"Hours","OD_595","Bacillus.pumilus","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
27,2.98166437665829,5.26991121969393e+20,5.65790248138461e-21,1,"N_max","gompertz",15,"Hours","OD_595","Bacillus.pumilus","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
27,0,131.958850090575,0,1,"N_0","gompertz",15,"Hours","OD_595","Bacillus.pumilus","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
27,40429.822468971,2.8175080877598e+23,1.43494965088518e-19,1,"t_lag","gompertz",15,"Hours","OD_595","Bacillus.pumilus","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
28,9.14334139697098e-06,1385363218.82204,6.59995968764459e-15,0.999999999999995,"r_max","gompertz",15,"Hours","OD_595","Clavibacter.michiganensis","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
28,3.21747726985231,513055070814308,6.27121229841002e-15,0.999999999999995,"N_max","gompertz",15,"Hours","OD_595","Clavibacter.michiganensis","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
28,0,8576.52518366078,0,1,"N_0","gompertz",15,"Hours","OD_595","Clavibacter.michiganensis","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
28,599281.697981925,7168737908201692160,8.3596541770106e-14,0.999999999999934,"t_lag","gompertz",15,"Hours","OD_595","Clavibacter.michiganensis","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
29,0.000150144889928894,149371094825761,1.00518035369584e-18,1,"r_max","gompertz",15,"Hours","OD_595","Pseudomonas.fluorescens.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
29,2.83879679691007,2923059257410174464,9.71173194560976e-19,1,"N_max","gompertz",15,"Hours","OD_595","Pseudomonas.fluorescens.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
29,0,176.163236443281,0,1,"N_0","gompertz",15,"Hours","OD_595","Pseudomonas.fluorescens.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
29,38985.4803554949,1.88907084651067e+21,2.06373839432785e-17,1,"t_lag","gompertz",15,"Hours","OD_595","Pseudomonas.fluorescens.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
30,0.00771451168984416,929776240.352059,8.29717017389374e-12,0.999999999993466,"r_max","gompertz",15,"Hours","OD_595","Pseudomonas.fluorescens.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
30,2.65269133894506,337931284418.183,7.84979509521353e-12,0.999999999993819,"N_max","gompertz",15,"Hours","OD_595","Pseudomonas.fluorescens.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
30,0,0.503442581112002,0,1,"N_0","gompertz",15,"Hours","OD_595","Pseudomonas.fluorescens.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
30,1026.12512001441,5845132450797.22,1.75552073225382e-10,0.99999999986176,"t_lag","gompertz",15,"Hours","OD_595","Pseudomonas.fluorescens.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
31,0.0015604026953273,553498.074994308,2.81916553249683e-09,0.999999997781641,"r_max","gompertz",15,"Hours","OD_595","Acinetobacter.clacoaceticus.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
31,2.49943152916391,956551781.550438,2.61295998540997e-09,0.999999997943901,"N_max","gompertz",15,"Hours","OD_595","Acinetobacter.clacoaceticus.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
31,0,1.28201037015597,0,1,"N_0","gompertz",15,"Hours","OD_595","Acinetobacter.clacoaceticus.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
31,2618.77349084435,99339697394.1215,2.63618025778214e-08,0.999999979256292,"t_lag","gompertz",15,"Hours","OD_595","Acinetobacter.clacoaceticus.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
32,0.00198264214951473,6367443620.19727,3.11371763579637e-13,0.999999999999754,"r_max","gompertz",15,"Hours","OD_595","Acinetobacter.clacoaceticus.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
32,3.3648970145458,11316763821375.3,2.97337389704123e-13,0.999999999999766,"N_max","gompertz",15,"Hours","OD_595","Acinetobacter.clacoaceticus.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
32,0,0.852843662649433,0,1,"N_0","gompertz",15,"Hours","OD_595","Acinetobacter.clacoaceticus.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
32,3453.28719798129,675581029829675,5.11158106208506e-12,0.99999999999597,"t_lag","gompertz",15,"Hours","OD_595","Acinetobacter.clacoaceticus.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
33,9.52425766933781e-06,1.84486202649856e+43,5.16258534922219e-49,1,"r_max","gompertz",15,"Hours","OD_595","Stenotrophomonas.maltophilia.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
33,0.967896640586909,1.89402969164007e+48,5.11025061992979e-49,1,"N_max","gompertz",15,"Hours","OD_595","Stenotrophomonas.maltophilia.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
33,0,39.4293553002743,0,1,"N_0","gompertz",15,"Hours","OD_595","Stenotrophomonas.maltophilia.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
33,310570.549382902,7.85021871408502e+51,3.95620250459608e-47,1,"t_lag","gompertz",15,"Hours","OD_595","Stenotrophomonas.maltophilia.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
34,0.00806890198154162,86379915746.8239,9.34117834195538e-14,0.999999999999927,"r_max","gompertz",15,"Hours","OD_595","Stenotrophomonas.maltophilia.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
34,8.11751961081102,90658917665221,8.95391189291144e-14,0.99999999999993,"N_max","gompertz",15,"Hours","OD_595","Stenotrophomonas.maltophilia.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
34,0,0.626923231326756,0,1,"N_0","gompertz",15,"Hours","OD_595","Stenotrophomonas.maltophilia.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
34,2316.64712641689,1256150754229589,1.84424291321444e-12,0.999999999998548,"t_lag","gompertz",15,"Hours","OD_595","Stenotrophomonas.maltophilia.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
35,0.00404391926965386,0.0714956418056493,0.0565617591159847,0.955257296391259,"r_max","gompertz",15,"Hours","OD_595","Klebsiella.pneumonia","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
35,0.656216481201031,35.0327007741297,0.0187315412942876,0.98517531097685,"N_max","gompertz",15,"Hours","OD_595","Klebsiella.pneumonia","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
35,0,0.351007945872875,0,1,"N_0","gompertz",15,"Hours","OD_595","Klebsiella.pneumonia","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
35,319.456136672472,2285.70787030688,0.139762452071175,0.889751790223589,"t_lag","gompertz",15,"Hours","OD_595","Klebsiella.pneumonia","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
36,0.0114451932710825,869.904664022864,1.31568363114118e-05,0.99998962654782,"r_max","gompertz",15,"Hours","OD_595","Dickeya.zeae","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
36,10.3550480814794,895459.710484455,1.15639463844523e-05,0.999990882455174,"N_max","gompertz",15,"Hours","OD_595","Dickeya.zeae","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
36,0,0.647584989362529,0,1,"N_0","gompertz",15,"Hours","OD_595","Dickeya.zeae","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
36,1271.47996254021,16951382.8211583,7.50074478262139e-05,0.999940860693708,"t_lag","gompertz",15,"Hours","OD_595","Dickeya.zeae","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
37,7.49925545662397e-06,30919085.9600001,2.42544539199047e-13,0.999999999999809,"r_max","gompertz",15,"Hours","OD_595","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
37,2.06752135827562,9139795815674.62,2.26210891356003e-13,0.999999999999822,"N_max","gompertz",15,"Hours","OD_595","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",NA,NA
