"discrete_curve","model","Temp","Time_units","PopBio_unts","Species","Medium","Rep","Citation","r","K","t_lag","N_0","r.t.value","K.t.value","t_lag.t.value","N_0.t.value"
70,"gompertz",35,"Hours","OD_595","Pantoea.agglomerans.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00978134872595616,1.81283012014104,49.2229594564336,0,0.00542142033192455,0.00226010097633353,0.00271417350780504,0
71,"gompertz",35,"Hours","OD_595","Bacillus.pumilus","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",9.94258749602208e-05,3.6781829729978,130337.797919084,0,7.93949375418255e-81,7.89592835763223e-81,1.14673838582241e-78,0
72,"gompertz",35,"Hours","OD_595","Clavibacter.michiganensis","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.000689449171214096,4.14151793342351,9258.97947579769,0,6.3281459870115e-13,5.92221826179067e-13,6.12081745312089e-12,0
73,"gompertz",35,"Hours","OD_595","Pseudomonas.fluorescens.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",3.45786965383167e-05,3.67415655002862,384755.943608873,0,6.02182851006328e-90,5.99131279061694e-90,8.99165615262253e-88,0
74,"gompertz",35,"Hours","OD_595","Pseudomonas.fluorescens.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00027410690238381,1.27726200354442,14441.2252862914,0,2.63287087035342e-50,2.60715781401886e-50,2.10913642670005e-48,0
75,"baranyi",35,"Hours","OD_595","Acinetobacter.clacoaceticus.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00110651056818718,3.30977805817508,3.47341865373705,0,8.69878721632911e-06,6.99715383944155e-08,6.26298870407164e-08,0
76,"gompertz",35,"Hours","OD_595","Acinetobacter.clacoaceticus.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00175571797868881,1.81341742257491,3248.47348136524,0,2.2590103363382e-47,2.23549027296563e-47,1.74569886460068e-45,0
77,"gompertz",35,"Hours","OD_595","Stenotrophomonas.maltophilia.1","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0506080694249672,0,420.341481674338,1.98155693729882,2.57086107924265e-08,0,3.24894357575077e-07,2.57016890752471e-08
78,"gompertz",35,"Hours","OD_595","Stenotrophomonas.maltophilia.2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00108261816072397,2.16908743915555,7290.70467035503,0,1.89960694485654e-86,1.88945242840388e-86,2.89732590467874e-84,0
79,"gompertz",35,"Hours","OD_595","Klebsiella.pneumonia","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.000572108209576456,1.14763538558692,4416.39249750854,0,1.34794292650465e-19,1.30800523203057e-19,3.26065409312343e-18,0
80,"gompertz",35,"Hours","OD_595","Dickeya.zeae","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",2.37234279549058e-05,0.206137989014476,22963.4019072204,0,3.9068152740031e-33,3.84158144013074e-33,1.75373552383965e-31,0
81,"gompertz",35,"Hours","OD_595","Pectobacterium.carotovorum.subsp..Carotovorum.Pcc2","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0449621650669136,7.84359900835284,247.857907941858,0,5.53418871168087e-05,4.63477758509232e-05,0.000262370480163979,0
82,"gompertz",35,"Hours","OD_595","Pantoea.agglomerans..RDA.R.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.000900963086513412,3.08677267327264,5768.55979852776,0,1.63506056152743e-13,1.54608153993477e-13,1.9407751566937e-12,0
83,"gompertz",35,"Hours","OD_595","Dickeya.zeae..RDA.R.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.0220821803923955,4.4245307395052,88.4839607575842,0,0.00687041776717367,0.0037737813860371,0.00579280695393077,0
84,"gompertz",35,"Hours","OD_595","Acinetobacter.clacoaceticus..RDA.R.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",3.05196629535751e-06,1.57026185671193,1853183.43131796,0,1.49773232088647e-88,1.46543252004845e-88,2.93617616668166e-87,0
85,"gompertz",35,"Hours","OD_595","Stenotrophomonas.maltophilia..RDA.R.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.000178511724444235,1.66776068614761,33205.7094563996,0,1.57018336292883e-83,1.56147822564117e-83,2.27113780168182e-81,0
86,"gompertz",35,"Hours","OD_595","Klebsiella.pneumonia..RDA.R.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00958622601811468,3.58960741973443,638.738440544784,0,5.19004181890627e-09,4.80902795379637e-09,5.04813188974537e-08,0
87,"gompertz",35,"Hours","OD_595","Bacillus.pumilus..RDA.R.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",0.00436456419362088,3.5501269168191,1771.90176409291,0,5.79073505859888e-17,5.59473534093376e-17,1.25530203317623e-15,0
88,"gompertz",35,"Hours","OD_595","Clavibacter.michiganensis..RDA.R.","TSB",1,"Bae, Y.M., Zheng, L., Hyun, J.E., Jung, K.S., Heu, S. and Lee, S.Y., 2014. Growth characteristics and biofilm formation of various spoilage bacteria isolated from fresh produce. Journal of food science, 79(10), pp.M2072-M2080.",1.48541719544243e-05,2.2287738072657,327339.312712134,0,1.38606425497699e-21,1.34701076195638e-21,3.13638306497231e-20,0
89,"buchanan",5,"Hours","N","Tetraselmis tetrahele","ESAW",1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0271174140922548,9.73853061805219,156.445820039766,6.06908229764324,2.5373389730162,37.3894799168784,2.03877220371876,18.049062250101
90,"gompertz",5,"Hours","N","Tetraselmis tetrahele","ESAW",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.067200092596953,9.67417843130422,237.219566966746,6.18900963869206,1.53274146314813,36.5835752522672,6.16820576722787,17.4222449459912
91,"gompertz",5,"Hours","N","Tetraselmis tetrahele","ESAW",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0219791339945998,9.82700727398589,186.691930155142,7.06898325226703,2.89296672896687,57.571295172245,3.48438282542275,33.3930473489533
92,"buchanan",5,"Hours","N","Tetraselmis tetrahele","ESAW",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0183831903850757,9.92465287283513,82.8417794256825,6.39823193779558,1.75934255070978,25.4713623993811,0.534132143564514,9.7781726536732
94,"buchanan",8,"Hours","N","Tetraselmis tetrahele","ESAW",1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0271812632015211,9.80375580313845,76.2228071720756,6.71309702073986,2.50571424808592,55.6067660564437,0.984530864338008,20.0672441958812
95,"gompertz",8,"Hours","N","Tetraselmis tetrahele","ESAW",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0239034174936903,9.98785744120867,1,6.6121277803891,9.61162000368624,134.610317116223,0.013460420816256,9.27532426719696
96,"buchanan",8,"Hours","N","Tetraselmis tetrahele","ESAW",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0261271991817728,9.75105705477946,81.7887491458731,6.85635468721211,2.92998467853997,70.7181381160563,1.34283841697173,28.7085839788848
97,"gompertz",8,"Hours","N","Tetraselmis tetrahele","ESAW",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0423669135484338,9.79233435998275,121.35998529992,6.33634245489723,2.30426953199994,47.2113308819131,2.40032076799301,17.5322944509708
98,"gompertz",8,"Hours","N","Tetraselmis tetrahele","ESAW",5,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0666870024855839,9.76426327864622,110.583146196944,6.14913152258192,1.34272225560941,43.3780479856432,1.81017168936212,14.9995539876797
99,"buchanan",16,"Hours","N","Tetraselmis tetrahele","ESAW",1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0449579655404512,9.78880861076353,60.1251690703265,7.07654246568997,10.1309246699447,233.073329932146,5.80128529303974,56.1645916363286
100,"baranyi",16,"Hours","N","Tetraselmis tetrahele","ESAW",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.277707368225185,9.69208035984875,164.688988468866,6.90766765995697,1.7185476814753e-06,121.16773059138,1.90743409218176e-05,43.1788830957858
101,"baranyi",16,"Hours","N","Tetraselmis tetrahele","ESAW",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0626939239822795,9.73311562884395,99.0138408365254,7.12978643665544,3.60844634552085,198.10571484954,3.92801081362693,45.6716584866534
102,"baranyi",16,"Hours","N","Tetraselmis tetrahele","ESAW",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.252902814670212,9.80665983181279,176.291263719721,6.84266689496403,1.82529732317537e-06,195.881139312301,1.480876374168e-05,63.1671171214463
103,"buchanan",16,"Hours","N","Tetraselmis tetrahele","ESAW",5,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0430487983312128,9.76434386203258,61.9596388544694,7.03416920383767,14.0480156223223,348.308181427235,8.15030935695583,79.3475316470956
104,"gompertz",25,"Hours","N","Tetraselmis tetrahele","ESAW",1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0865767332346198,9.1554999545484,1,6.56377298267028,0.0488625037862569,74.0007691253966,0.00039684547155401,0.0660466329085888
105,"gompertz",25,"Hours","N","Tetraselmis tetrahele","ESAW",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0709674363891778,9.03307487903723,1,6.69208496354939,0.246504223373223,72.5777927907862,0.000708701468413095,0.185693872253093
106,"gompertz",25,"Hours","N","Tetraselmis tetrahele","ESAW",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0797686345531618,9.12152905588206,1,6.60708661406448,0.101572886914742,95.074020529179,0.000691821992093365,0.129667295846921
107,"gompertz",25,"Hours","N","Tetraselmis tetrahele","ESAW",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0894224674892357,9.2418956179515,1,5.80092448120025,0.812114371398241,90.605934157009,0.00233239778761748,0.381928291069441
108,"gompertz",25,"Hours","N","Tetraselmis tetrahele","ESAW",5,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0608860902985151,9.27527089063722,1,6.82956174434677,3.2928451441406,110.507042283667,0.00324562713562636,1.09861830868955
109,"buchanan",32,"Hours","N","Tetraselmis tetrahele","ESAW",1,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0192906085702665,8.02637473625555,103.816174992711,6.00045726004669,1.00346181591813,24.3037837908082,0.620349607440979,10.4900651178931
110,"gompertz",32,"Hours","N","Tetraselmis tetrahele","ESAW",2,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.350733984076208,8.11552509007294,256.580558556779,5.96585641816284,0.000440153693990699,24.321129327593,0.00216045896555319,12.6422656110021
111,"baranyi",32,"Hours","N","Tetraselmis tetrahele","ESAW",3,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.311544819429059,8.31196497575272,235.876288767021,5.90398949946207,2.1682936911593e-07,29.830977683975,3.93860180686807e-06,12.7656720800718
112,"buchanan",32,"Hours","N","Tetraselmis tetrahele","ESAW",4,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.0107718355271381,8.36129006303494,1.00014208193791,5.60771099992157,2.10698715001856,18.0390706779554,8.14154456322848e-08,9.75786954691256e-05
113,"gompertz",32,"Hours","N","Tetraselmis tetrahele","ESAW",5,"Bernhardt, J.R., Sunday, J.M. and O’Connor, M.I., 2018. Metabolic theory and the temperature-size rule explain the temperature dependence of population carrying capacity. The American naturalist, 192(6), pp.687-697.",0.039945448214693,8.24017056398382,276.521820192652,6.58111077718052,0.399184475854088,39.102259194772,2.66815594056545,25.8788533686543
114,"baranyi",22,"Hours","mg*C*(g^-1)","Soil Microbial Community","GH",1,"Blagodatskaya, E. V, Blagodatsky, S. A., Anderson, T.-H., & Kuzyakov, Y. (2007). Priming effects in Chernozem induced by glucose and N in relation to microbial growth strategies. Applied Soil Ecology, 37(1), 95–105. https://doi.org/https://doi.org/10.1016/j.apsoil.2007.05.002",2.4141423673203,2.23676208613244,42.3922104680077,2.44683575556181,1.24725356020859e-07,18.7192625492693,6.54550273892279e-06,28.9567191216575
